Address;PostalCode;Phone;Country;CityInput;PropertyID;Status;UpdatedDate;SourceSystem;Notes;PostalCode_OK;Phone_OK;Street_extracted;MissingStreet;City_extracted;City_Match;AnyError;ErrorCount
Germany, Frankfurt, Parker Rapids 70;94566;-145125922;Germany;Frankfurt;PROP00460;Active;10.01.2023;Planon;;OK;OK;Parker Rapids 70;OK;Frankfurt;MATCH;OK;0
Sapporo, Jackson Mills 199, Japan;46578;-558188627;Japan;Sapporo;PROP00461;Inactive;08.10.2024;MDG;Check postal code;OK;OK;Jackson Mills 199;OK;Sapporo;MATCH;OK;0
Williams Ways 19, Vancouver;46711;-152137461;Canada;Vancouver;PROP00462;Inactive;11.07.2025;Salesforce;Check postal code;OK;OK;Williams Ways 19;OK;Vancouver;MATCH;OK;0
FranceLyonHill Turnpike103;8019;-919107777;France;Lyon;PROP00463;Active;24.10.2024;SAP;Verified;OK;OK;FranceLyonHill Turnpike103;OK;Lyon;MATCH;OK;0
Japan, Kyoto;48120;-508362204;Japan;Kyoto;PROP00464;Active;14.03.2025;MDG;;OK;OK;Kyoto;OK;Kyoto;MATCH;OK;0
SpainMadrid, Spain;80136;-735711429;Spain;Madrid;PROP00465;Inactive;19.03.2023;MDG;;OK;OK;Spain;OK;Madrid;MATCH;OK;0
Johnson Cliff 203, Brazil, Rio de Janeiro;31433;-242170331;Brazil;Rio de Janeiro;PROP00466;Active;27.07.2024;Salesforce;;OK;OK;Johnson Cliff 203;OK;Rio de Janeiro;MATCH;OK;0
Germany, Berlin, Cox Port 212;4745;-893485843;Germany;Berlin;PROP00467;Inactive;31.10.2025;ServiceNow;Needs review;OK;OK;Cox Port 212;OK;Berlin;MATCH;OK;0
FortalezaErika Land124, Brazil;49261;-419704752;Brazil;Fortaleza;PROP00468;Inactive;06.05.2023;MDG;Check postal code;OK;OK;FortalezaErika Land124;OK;Fortaleza;MATCH;OK;0
Spain, Madrid;18548;-183526704;Spain;Madrid;PROP00469;Inactive;30.12.2022;Salesforce;;OK;OK;Madrid;OK;Madrid;MATCH;OK;0
FranceBordeaux;37029;-321068528;France;Bordeaux;PROP00470;Inactive;14.09.2024;MDG;;OK;OK;;MISSING;Bordeaux;MATCH;ERROR;1
FranceToulouse;96927;-136193069;France;Toulouse;PROP00471;Inactive;11.06.2023;Salesforce;;OK;OK;;MISSING;Toulouse;MATCH;ERROR;1
FortalezaVictor Loaf78, Brazil;74120;-415340277;Brazil;Fortaleza;PROP00472;Inactive;09.10.2023;MDG;;OK;OK;FortalezaVictor Loaf78;OK;Fortaleza;MATCH;OK;0
Japan, Kyoto, Jose Green 128;92780;-107362250;Japan;Kyoto;PROP00473;Inactive;17.08.2025;SAP;;OK;OK;Jose Green 128;OK;Kyoto;MATCH;OK;0
Lewis Ridge143, Montreal, Canada;37932;-556631702;Canada;Montreal;PROP00474;Inactive;24.04.2023;ServiceNow;;OK;OK;Lewis Ridge143;OK;Montreal;MATCH;OK;0
Spain, Barcelona, Gonzalez Dale 165;10207;-933953668;Spain;Barcelona;PROP00475;Active;14.12.2022;Salesforce;Pending validation;OK;OK;Gonzalez Dale 165;OK;Barcelona;MATCH;OK;0
Thompson Station 269, Brazil, São Paulo;58842;-135111299;Brazil;São Paulo;PROP00476;Inactive;20.01.2025;Planon;Check postal code;OK;OK;Thompson Station 269;OK;São Paulo;MATCH;OK;0
FlorenceLisa Vista146, Italy;42390;-908839771;Italy;Florence;PROP00477;Inactive;20.12.2024;Planon;;OK;OK;FlorenceLisa Vista146;OK;Florence;MATCH;OK;0
MunichMckinney Plaza135, Germany;71564;-611628100;Germany;Munich;PROP00478;Active;27.09.2024;SAP;Check postal code;OK;OK;MunichMckinney Plaza135;OK;Munich;MATCH;OK;0
USANew York, USA;21145;-783942080;USA;New York;PROP00479;Inactive;20.09.2023;ServiceNow;;OK;OK;USA;OK;New York;MATCH;OK;0
LondonLaura Pass238, UK;29892;-656402670;UK;London;PROP00480;Active;20.06.2023;Planon;Needs review;OK;OK;LondonLaura Pass238;OK;London;MATCH;OK;0
Tracie Turnpike298, Munich, Germany;18703;-421010825;Germany;Munich;PROP00481;Inactive;02.11.2025;Planon;Imported from legacy system;OK;OK;Tracie Turnpike298;OK;Munich;MATCH;OK;0
FranceParisKristy Burg137;47804;-368100629;France;Paris;PROP00482;Inactive;27.11.2024;SAP;;OK;OK;FranceParisKristy Burg137;OK;Paris;MATCH;OK;0
Hamburg, Mcdonald Plaza 82, Germany;17510;-542057812;Germany;Hamburg;PROP00483;Active;16.11.2023;ServiceNow;Check postal code;OK;OK;Mcdonald Plaza 82;OK;Hamburg;MATCH;OK;0
UKBirminghamCameron Locks172;94470;-542938094;UK;Birmingham;PROP00484;Active;10.09.2023;MDG;Imported from legacy system;OK;OK;UKBirminghamCameron Locks172;OK;Birmingham;MATCH;OK;0
LeedsFox Trafficway256, UK;54166;-793213028;UK;Leeds;PROP00485;Inactive;20.11.2023;MDG;Verified;OK;OK;LeedsFox Trafficway256;OK;Leeds;MATCH;OK;0
BrazilRio de JaneiroDavid Island268;84693;-413768710;Brazil;Rio de Janeiro;PROP00486;Active;11.09.2024;SAP;Needs review;OK;OK;BrazilRio de JaneiroDavid Island268;OK;Rio de Janeiro;MATCH;OK;0
CanadaOttawa;68312;-600277452;Canada;Ottawa;PROP00487;Active;11.10.2023;ServiceNow;;OK;OK;;MISSING;Ottawa;MATCH;ERROR;1
JapanKyoto;72761;-137098468;Japan;Kyoto;PROP00488;Active;13.10.2025;MDG;Pending validation;OK;OK;;MISSING;Kyoto;MATCH;ERROR;1
Spain, Seville, Katrina Curve 179;57205;-258676271;Spain;Seville;PROP00489;Inactive;08.09.2023;SAP;Verified;OK;OK;Katrina Curve 179;OK;Seville;MATCH;OK;0
Marie Path 275, Florence;20557;-689826227;Italy;Florence;PROP00490;Active;30.11.2022;ServiceNow;;OK;OK;Marie Path 275;OK;Florence;MATCH;OK;0
Martin Islands 88, USA, Chicago;93474;-641427381;USA;Chicago;PROP00491;Inactive;24.10.2025;ServiceNow;;OK;OK;Martin Islands 88;OK;Chicago;MATCH;OK;0
Michael Path277, Munich, Germany;37731;-245424036;Germany;Munich;PROP00492;Inactive;10.06.2023;Planon;Imported from legacy system;OK;OK;Michael Path277;OK;Munich;MATCH;OK;0
Japan, Sapporo, John Roads 93;72700;-613617745;Japan;Sapporo;PROP00493;Inactive;22.10.2024;ServiceNow;Pending validation;OK;OK;John Roads 93;OK;Sapporo;MATCH;OK;0
GermanyHamburg;81035;-973035637;Germany;Hamburg;PROP00494;Inactive;28.04.2023;ServiceNow;Pending validation;OK;OK;;MISSING;Hamburg;MATCH;ERROR;1
GermanyMunich;78070;-581262162;Germany;Munich;PROP00495;Active;17.07.2023;ServiceNow;;OK;OK;;MISSING;Munich;MATCH;ERROR;1
ItalyFlorence, Italy;94955;-452777619;Italy;Florence;PROP00496;Active;03.06.2025;ServiceNow;Verified;OK;OK;Italy;OK;Florence;MATCH;OK;0
Kirby Port 64, Canada, Toronto;5900;-713556651;Canada;Toronto;PROP00497;Inactive;10.05.2024;SAP;;OK;OK;Kirby Port 64;OK;Toronto;MATCH;OK;0
UKBirmingham, UK;76099;-776740980;UK;Birmingham;PROP00498;Active;21.10.2023;SAP;Needs review;OK;OK;UK;OK;Birmingham;MATCH;OK;0
Curtis Trafficway 43, Phoenix;75492;-483475757;USA;Phoenix;PROP00499;Active;01.07.2025;MDG;Verified;OK;OK;Curtis Trafficway 43;OK;Phoenix;MATCH;OK;0
Montgomery Burgs146, Adelaide, Australia;65779;-283047424;Australia;Adelaide;PROP00500;Inactive;29.11.2024;Planon;;OK;OK;Montgomery Burgs146;OK;Adelaide;MATCH;OK;0
